Participante,Identidad.de.genero,Escolarizacion,Estereotipia,Morfologia,item.nro,item.txt,Aceptabilidad
1,Mujer,universitario,1,1,1,maestros,7
1,Mujer,universitario,1,1,2,alumnos,7
1,Mujer,universitario,1,2,3,abuelos,1
1,Mujer,universitario,1,2,4,hijos,1
1,Mujer,universitario,1,3,5,niños,1
1,Mujer,universitario,1,3,6,hermanos,1
1,Mujer,universitario,2,1,7,enfermeros,7
1,Mujer,universitario,2,1,8,cirujanos,7
1,Mujer,universitario,2,2,9,ingenieros,1
1,Mujer,universitario,2,2,10,arquitectos,1
1,Mujer,universitario,2,3,11,cocineros,1
1,Mujer,universitario,2,3,12,funcionarios,1
1,Mujer,universitario,3,1,13,plomeros,7
1,Mujer,universitario,3,1,14,bomberos,7
1,Mujer,universitario,3,2,15,carpinteros,1
1,Mujer,universitario,3,2,16,herreros,1
1,Mujer,universitario,3,3,17,porteros,1
1,Mujer,universitario,3,3,18,camioneros,1
2,Mujer,secundario/universitario,1,1,1,maestros,1
2,Mujer,secundario/universitario,1,1,2,alumnos,7
2,Mujer,secundario/universitario,1,2,3,abuelos,5
2,Mujer,secundario/universitario,1,2,4,hijos,7
2,Mujer,secundario/universitario,1,3,5,niños,7
2,Mujer,secundario/universitario,1,3,6,hermanos,7
2,Mujer,secundario/universitario,2,1,7,enfermeros,1
2,Mujer,secundario/universitario,2,1,8,cirujanos,1
2,Mujer,secundario/universitario,2,2,9,ingenieros,5
2,Mujer,secundario/universitario,2,2,10,arquitectos,7
2,Mujer,secundario/universitario,2,3,11,cocineros,7
2,Mujer,secundario/universitario,2,3,12,funcionarios,7
2,Mujer,secundario/universitario,3,1,13,plomeros,2
2,Mujer,secundario/universitario,3,1,14,bomberos,2
2,Mujer,secundario/universitario,3,2,15,carpinteros,2
2,Mujer,secundario/universitario,3,2,16,herreros,7
2,Mujer,secundario/universitario,3,3,17,porteros,7
2,Mujer,secundario/universitario,3,3,18,camioneros,7
3,Mujer,secundario/universitario,1,1,1,maestros,7
3,Mujer,secundario/universitario,1,1,2,alumnos,7
3,Mujer,secundario/universitario,1,2,3,abuelos,7
3,Mujer,secundario/universitario,1,2,4,hijos,7
3,Mujer,secundario/universitario,1,3,5,niños,7
3,Mujer,secundario/universitario,1,3,6,hermanos,7
3,Mujer,secundario/universitario,2,1,7,enfermeros,7
3,Mujer,secundario/universitario,2,1,8,cirujanos,7
3,Mujer,secundario/universitario,2,2,9,ingenieros,7
3,Mujer,secundario/universitario,2,2,10,arquitectos,7
3,Mujer,secundario/universitario,2,3,11,cocineros,7
3,Mujer,secundario/universitario,2,3,12,funcionarios,7
3,Mujer,secundario/universitario,3,1,13,plomeros,6
3,Mujer,secundario/universitario,3,1,14,bomberos,7
3,Mujer,secundario/universitario,3,2,15,carpinteros,7
3,Mujer,secundario/universitario,3,2,16,herreros,7
3,Mujer,secundario/universitario,3,3,17,porteros,7
3,Mujer,secundario/universitario,3,3,18,camioneros,7
4,Mujer,universitario,1,1,1,maestros,7
4,Mujer,universitario,1,1,2,alumnos,7
4,Mujer,universitario,1,2,3,abuelos,6
4,Mujer,universitario,1,2,4,hijos,6
4,Mujer,universitario,1,3,5,niños,6
4,Mujer,universitario,1,3,6,hermanos,5
4,Mujer,universitario,2,1,7,enfermeros,7
4,Mujer,universitario,2,1,8,cirujanos,7
4,Mujer,universitario,2,2,9,ingenieros,5
4,Mujer,universitario,2,2,10,arquitectos,6
4,Mujer,universitario,2,3,11,cocineros,5
4,Mujer,universitario,2,3,12,funcionarios,5
4,Mujer,universitario,3,1,13,plomeros,7
4,Mujer,universitario,3,1,14,bomberos,7
4,Mujer,universitario,3,2,15,carpinteros,6
4,Mujer,universitario,3,2,16,herreros,6
4,Mujer,universitario,3,3,17,porteros,5
4,Mujer,universitario,3,3,18,camioneros,5
5,Varon,secundario/universitario,1,1,1,maestros,3
5,Varon,secundario/universitario,1,1,2,alumnos,7
5,Varon,secundario/universitario,1,2,3,abuelos,1
5,Varon,secundario/universitario,1,2,4,hijos,4
5,Varon,secundario/universitario,1,3,5,niños,2
5,Varon,secundario/universitario,1,3,6,hermanos,3
5,Varon,secundario/universitario,2,1,7,enfermeros,4
5,Varon,secundario/universitario,2,1,8,cirujanos,7
5,Varon,secundario/universitario,2,2,9,ingenieros,2
5,Varon,secundario/universitario,2,2,10,arquitectos,2
5,Varon,secundario/universitario,2,3,11,cocineros,2
5,Varon,secundario/universitario,2,3,12,funcionarios,2
5,Varon,secundario/universitario,3,1,13,plomeros,7
5,Varon,secundario/universitario,3,1,14,bomberos,7
5,Varon,secundario/universitario,3,2,15,carpinteros,1
5,Varon,secundario/universitario,3,2,16,herreros,1
5,Varon,secundario/universitario,3,3,17,porteros,2
5,Varon,secundario/universitario,3,3,18,camioneros,2
6,Varon,secundario/universitario,1,1,1,maestros,1
6,Varon,secundario/universitario,1,1,2,alumnos,1
6,Varon,secundario/universitario,1,2,3,abuelos,7
6,Varon,secundario/universitario,1,2,4,hijos,7
6,Varon,secundario/universitario,1,3,5,niños,7
6,Varon,secundario/universitario,1,3,6,hermanos,7
6,Varon,secundario/universitario,2,1,7,enfermeros,1
6,Varon,secundario/universitario,2,1,8,cirujanos,1
6,Varon,secundario/universitario,2,2,9,ingenieros,7
6,Varon,secundario/universitario,2,2,10,arquitectos,7
6,Varon,secundario/universitario,2,3,11,cocineros,7
6,Varon,secundario/universitario,2,3,12,funcionarios,7
6,Varon,secundario/universitario,3,1,13,plomeros,1
6,Varon,secundario/universitario,3,1,14,bomberos,1
6,Varon,secundario/universitario,3,2,15,carpinteros,7
6,Varon,secundario/universitario,3,2,16,herreros,7
6,Varon,secundario/universitario,3,3,17,porteros,7
6,Varon,secundario/universitario,3,3,18,camioneros,7
7,Mujer,universitario,1,1,1,maestros,7
7,Mujer,universitario,1,1,2,alumnos,7
7,Mujer,universitario,1,2,3,abuelos,7
7,Mujer,universitario,1,2,4,hijos,7
7,Mujer,universitario,1,3,5,niños,7
7,Mujer,universitario,1,3,6,hermanos,7
7,Mujer,universitario,2,1,7,enfermeros,7
7,Mujer,universitario,2,1,8,cirujanos,7
7,Mujer,universitario,2,2,9,ingenieros,7
7,Mujer,universitario,2,2,10,arquitectos,7
7,Mujer,universitario,2,3,11,cocineros,7
7,Mujer,universitario,2,3,12,funcionarios,5
7,Mujer,universitario,3,1,13,plomeros,7
7,Mujer,universitario,3,1,14,bomberos,7
7,Mujer,universitario,3,2,15,carpinteros,6
7,Mujer,universitario,3,2,16,herreros,7
7,Mujer,universitario,3,3,17,porteros,5
7,Mujer,universitario,3,3,18,camioneros,4
8,Mujer,secundario/universitario,1,1,1,maestros,7
8,Mujer,secundario/universitario,1,1,2,alumnos,7
8,Mujer,secundario/universitario,1,2,3,abuelos,2
8,Mujer,secundario/universitario,1,2,4,hijos,2
8,Mujer,secundario/universitario,1,3,5,niños,3
8,Mujer,secundario/universitario,1,3,6,hermanos,3
8,Mujer,secundario/universitario,2,1,7,enfermeros,3
8,Mujer,secundario/universitario,2,1,8,cirujanos,7
8,Mujer,secundario/universitario,2,2,9,ingenieros,2
8,Mujer,secundario/universitario,2,2,10,arquitectos,2
8,Mujer,secundario/universitario,2,3,11,cocineros,3
8,Mujer,secundario/universitario,2,3,12,funcionarios,2
8,Mujer,secundario/universitario,3,1,13,plomeros,7
8,Mujer,secundario/universitario,3,1,14,bomberos,7
8,Mujer,secundario/universitario,3,2,15,carpinteros,2
8,Mujer,secundario/universitario,3,2,16,herreros,2
8,Mujer,secundario/universitario,3,3,17,porteros,2
8,Mujer,secundario/universitario,3,3,18,camioneros,2
9,Mujer,universitario,1,1,1,maestros,7
9,Mujer,universitario,1,1,2,alumnos,7
9,Mujer,universitario,1,2,3,abuelos,1
9,Mujer,universitario,1,2,4,hijos,1
9,Mujer,universitario,1,3,5,niños,7
9,Mujer,universitario,1,3,6,hermanos,7
9,Mujer,universitario,2,1,7,enfermeros,7
9,Mujer,universitario,2,1,8,cirujanos,7
9,Mujer,universitario,2,2,9,ingenieros,1
9,Mujer,universitario,2,2,10,arquitectos,1
9,Mujer,universitario,2,3,11,cocineros,7
9,Mujer,universitario,2,3,12,funcionarios,7
9,Mujer,universitario,3,1,13,plomeros,7
9,Mujer,universitario,3,1,14,bomberos,7
9,Mujer,universitario,3,2,15,carpinteros,1
9,Mujer,universitario,3,2,16,herreros,1
9,Mujer,universitario,3,3,17,porteros,7
9,Mujer,universitario,3,3,18,camioneros,7
10,Mujer,secundario/universitario,1,1,1,maestros,1
10,Mujer,secundario/universitario,1,1,2,alumnos,1
10,Mujer,secundario/universitario,1,2,3,abuelos,5
10,Mujer,secundario/universitario,1,2,4,hijos,3
10,Mujer,secundario/universitario,1,3,5,niños,7
10,Mujer,secundario/universitario,1,3,6,hermanos,7
10,Mujer,secundario/universitario,2,1,7,enfermeros,1
10,Mujer,secundario/universitario,2,1,8,cirujanos,1
10,Mujer,secundario/universitario,2,2,9,ingenieros,4
10,Mujer,secundario/universitario,2,2,10,arquitectos,5
10,Mujer,secundario/universitario,2,3,11,cocineros,7
10,Mujer,secundario/universitario,2,3,12,funcionarios,7
10,Mujer,secundario/universitario,3,1,13,plomeros,1
10,Mujer,secundario/universitario,3,1,14,bomberos,1
10,Mujer,secundario/universitario,3,2,15,carpinteros,5
10,Mujer,secundario/universitario,3,2,16,herreros,5
10,Mujer,secundario/universitario,3,3,17,porteros,7
10,Mujer,secundario/universitario,3,3,18,camioneros,7
11,Varon,secundario/universitario,1,1,1,maestros,7
11,Varon,secundario/universitario,1,1,2,alumnos,7
11,Varon,secundario/universitario,1,2,3,abuelos,1
11,Varon,secundario/universitario,1,2,4,hijos,1
11,Varon,secundario/universitario,1,3,5,niños,1
11,Varon,secundario/universitario,1,3,6,hermanos,1
11,Varon,secundario/universitario,2,1,7,enfermeros,7
11,Varon,secundario/universitario,2,1,8,cirujanos,7
11,Varon,secundario/universitario,2,2,9,ingenieros,1
11,Varon,secundario/universitario,2,2,10,arquitectos,1
11,Varon,secundario/universitario,2,3,11,cocineros,1
11,Varon,secundario/universitario,2,3,12,funcionarios,1
11,Varon,secundario/universitario,3,1,13,plomeros,7
11,Varon,secundario/universitario,3,1,14,bomberos,7
11,Varon,secundario/universitario,3,2,15,carpinteros,1
11,Varon,secundario/universitario,3,2,16,herreros,1
11,Varon,secundario/universitario,3,3,17,porteros,1
11,Varon,secundario/universitario,3,3,18,camioneros,1
12,Mujer,universitario,1,1,1,maestros,5
12,Mujer,universitario,1,1,2,alumnos,5
12,Mujer,universitario,1,2,3,abuelos,1
12,Mujer,universitario,1,2,4,hijos,1
12,Mujer,universitario,1,3,5,niños,1
12,Mujer,universitario,1,3,6,hermanos,1
12,Mujer,universitario,2,1,7,enfermeros,5
12,Mujer,universitario,2,1,8,cirujanos,5
12,Mujer,universitario,2,2,9,ingenieros,1
12,Mujer,universitario,2,2,10,arquitectos,1
12,Mujer,universitario,2,3,11,cocineros,1
12,Mujer,universitario,2,3,12,funcionarios,1
12,Mujer,universitario,3,1,13,plomeros,5
12,Mujer,universitario,3,1,14,bomberos,5
12,Mujer,universitario,3,2,15,carpinteros,1
12,Mujer,universitario,3,2,16,herreros,1
12,Mujer,universitario,3,3,17,porteros,1
12,Mujer,universitario,3,3,18,camioneros,1
13,Mujer,universitario,1,1,1,maestros,4
13,Mujer,universitario,1,1,2,alumnos,4
13,Mujer,universitario,1,2,3,abuelos,5
13,Mujer,universitario,1,2,4,hijos,5
13,Mujer,universitario,1,3,5,niños,7
13,Mujer,universitario,1,3,6,hermanos,7
13,Mujer,universitario,2,1,7,enfermeros,4
13,Mujer,universitario,2,1,8,cirujanos,3
13,Mujer,universitario,2,2,9,ingenieros,5
13,Mujer,universitario,2,2,10,arquitectos,5
13,Mujer,universitario,2,3,11,cocineros,7
13,Mujer,universitario,2,3,12,funcionarios,7
13,Mujer,universitario,3,1,13,plomeros,3
13,Mujer,universitario,3,1,14,bomberos,3
13,Mujer,universitario,3,2,15,carpinteros,5
13,Mujer,universitario,3,2,16,herreros,5
13,Mujer,universitario,3,3,17,porteros,7
13,Mujer,universitario,3,3,18,camioneros,7
14,Mujer,secundario/universitario,1,1,1,maestros,7
14,Mujer,secundario/universitario,1,1,2,alumnos,7
14,Mujer,secundario/universitario,1,2,3,abuelos,1
14,Mujer,secundario/universitario,1,2,4,hijos,1
14,Mujer,secundario/universitario,1,3,5,niños,1
14,Mujer,secundario/universitario,1,3,6,hermanos,1
14,Mujer,secundario/universitario,2,1,7,enfermeros,7
14,Mujer,secundario/universitario,2,1,8,cirujanos,7
14,Mujer,secundario/universitario,2,2,9,ingenieros,1
14,Mujer,secundario/universitario,2,2,10,arquitectos,1
14,Mujer,secundario/universitario,2,3,11,cocineros,1
14,Mujer,secundario/universitario,2,3,12,funcionarios,1
14,Mujer,secundario/universitario,3,1,13,plomeros,7
14,Mujer,secundario/universitario,3,1,14,bomberos,7
14,Mujer,secundario/universitario,3,2,15,carpinteros,1
14,Mujer,secundario/universitario,3,2,16,herreros,1
14,Mujer,secundario/universitario,3,3,17,porteros,1
14,Mujer,secundario/universitario,3,3,18,camioneros,1
15,Varon,secundario/universitario,1,1,1,maestros,1
15,Varon,secundario/universitario,1,1,2,alumnos,7
15,Varon,secundario/universitario,1,2,3,abuelos,1
15,Varon,secundario/universitario,1,2,4,hijos,1
15,Varon,secundario/universitario,1,3,5,niños,1
15,Varon,secundario/universitario,1,3,6,hermanos,1
15,Varon,secundario/universitario,2,1,7,enfermeros,7
15,Varon,secundario/universitario,2,1,8,cirujanos,7
15,Varon,secundario/universitario,2,2,9,ingenieros,1
15,Varon,secundario/universitario,2,2,10,arquitectos,1
15,Varon,secundario/universitario,2,3,11,cocineros,1
15,Varon,secundario/universitario,2,3,12,funcionarios,1
15,Varon,secundario/universitario,3,1,13,plomeros,7
15,Varon,secundario/universitario,3,1,14,bomberos,7
15,Varon,secundario/universitario,3,2,15,carpinteros,1
15,Varon,secundario/universitario,3,2,16,herreros,1
15,Varon,secundario/universitario,3,3,17,porteros,1
15,Varon,secundario/universitario,3,3,18,camioneros,1
16,Mujer,universitario,1,1,1,maestros,7
16,Mujer,universitario,1,1,2,alumnos,7
16,Mujer,universitario,1,2,3,abuelos,3
16,Mujer,universitario,1,2,4,hijos,4
16,Mujer,universitario,1,3,5,niños,7
16,Mujer,universitario,1,3,6,hermanos,7
16,Mujer,universitario,2,1,7,enfermeros,2
16,Mujer,universitario,2,1,8,cirujanos,7
16,Mujer,universitario,2,2,9,ingenieros,3
16,Mujer,universitario,2,2,10,arquitectos,2
16,Mujer,universitario,2,3,11,cocineros,2
16,Mujer,universitario,2,3,12,funcionarios,2
16,Mujer,universitario,3,1,13,plomeros,7
16,Mujer,universitario,3,1,14,bomberos,7
16,Mujer,universitario,3,2,15,carpinteros,1
16,Mujer,universitario,3,2,16,herreros,2
16,Mujer,universitario,3,3,17,porteros,2
16,Mujer,universitario,3,3,18,camioneros,1
17,Mujer,secundario/universitario,1,1,1,maestros,7
17,Mujer,secundario/universitario,1,1,2,alumnos,7
17,Mujer,secundario/universitario,1,2,3,abuelos,1
17,Mujer,secundario/universitario,1,2,4,hijos,1
17,Mujer,secundario/universitario,1,3,5,niños,5
17,Mujer,secundario/universitario,1,3,6,hermanos,1
17,Mujer,secundario/universitario,2,1,7,enfermeros,7
17,Mujer,secundario/universitario,2,1,8,cirujanos,7
17,Mujer,secundario/universitario,2,2,9,ingenieros,1
17,Mujer,secundario/universitario,2,2,10,arquitectos,1
17,Mujer,secundario/universitario,2,3,11,cocineros,1
17,Mujer,secundario/universitario,2,3,12,funcionarios,1
17,Mujer,secundario/universitario,3,1,13,plomeros,7
17,Mujer,secundario/universitario,3,1,14,bomberos,7
17,Mujer,secundario/universitario,3,2,15,carpinteros,1
17,Mujer,secundario/universitario,3,2,16,herreros,1
17,Mujer,secundario/universitario,3,3,17,porteros,1
17,Mujer,secundario/universitario,3,3,18,camioneros,1
18,Mujer,secundario/universitario,1,1,1,maestros,4
18,Mujer,secundario/universitario,1,1,2,alumnos,4
18,Mujer,secundario/universitario,1,2,3,abuelos,1
18,Mujer,secundario/universitario,1,2,4,hijos,4
18,Mujer,secundario/universitario,1,3,5,niños,7
18,Mujer,secundario/universitario,1,3,6,hermanos,7
18,Mujer,secundario/universitario,2,1,7,enfermeros,2
18,Mujer,secundario/universitario,2,1,8,cirujanos,3
18,Mujer,secundario/universitario,2,2,9,ingenieros,1
18,Mujer,secundario/universitario,2,2,10,arquitectos,5
18,Mujer,secundario/universitario,2,3,11,cocineros,1
18,Mujer,secundario/universitario,2,3,12,funcionarios,7
18,Mujer,secundario/universitario,3,1,13,plomeros,5
18,Mujer,secundario/universitario,3,1,14,bomberos,3
18,Mujer,secundario/universitario,3,2,15,carpinteros,3
18,Mujer,secundario/universitario,3,2,16,herreros,3
18,Mujer,secundario/universitario,3,3,17,porteros,3
18,Mujer,secundario/universitario,3,3,18,camioneros,5
19,Mujer,universitario,1,1,1,maestros,2
19,Mujer,universitario,1,1,2,alumnos,2
19,Mujer,universitario,1,2,3,abuelos,4
19,Mujer,universitario,1,2,4,hijos,4
19,Mujer,universitario,1,3,5,niños,7
19,Mujer,universitario,1,3,6,hermanos,7
19,Mujer,universitario,2,1,7,enfermeros,2
19,Mujer,universitario,2,1,8,cirujanos,1
19,Mujer,universitario,2,2,9,ingenieros,3
19,Mujer,universitario,2,2,10,arquitectos,4
19,Mujer,universitario,2,3,11,cocineros,7
19,Mujer,universitario,2,3,12,funcionarios,7
19,Mujer,universitario,3,1,13,plomeros,1
19,Mujer,universitario,3,1,14,bomberos,2
19,Mujer,universitario,3,2,15,carpinteros,4
19,Mujer,universitario,3,2,16,herreros,4
19,Mujer,universitario,3,3,17,porteros,7
19,Mujer,universitario,3,3,18,camioneros,7
20,Mujer,secundario/universitario,1,1,1,maestros,1
20,Mujer,secundario/universitario,1,1,2,alumnos,1
20,Mujer,secundario/universitario,1,2,3,abuelos,7
20,Mujer,secundario/universitario,1,2,4,hijos,7
20,Mujer,secundario/universitario,1,3,5,niños,7
20,Mujer,secundario/universitario,1,3,6,hermanos,7
20,Mujer,secundario/universitario,2,1,7,enfermeros,1
20,Mujer,secundario/universitario,2,1,8,cirujanos,1
20,Mujer,secundario/universitario,2,2,9,ingenieros,7
20,Mujer,secundario/universitario,2,2,10,arquitectos,7
20,Mujer,secundario/universitario,2,3,11,cocineros,7
20,Mujer,secundario/universitario,2,3,12,funcionarios,7
20,Mujer,secundario/universitario,3,1,13,plomeros,1
20,Mujer,secundario/universitario,3,1,14,bomberos,1
20,Mujer,secundario/universitario,3,2,15,carpinteros,7
20,Mujer,secundario/universitario,3,2,16,herreros,7
20,Mujer,secundario/universitario,3,3,17,porteros,7
20,Mujer,secundario/universitario,3,3,18,camioneros,7
21,Varon,universitario,1,1,1,maestros,7
21,Varon,universitario,1,1,2,alumnos,7
21,Varon,universitario,1,2,3,abuelos,1
21,Varon,universitario,1,2,4,hijos,1
21,Varon,universitario,1,3,5,niños,3
21,Varon,universitario,1,3,6,hermanos,3
21,Varon,universitario,2,1,7,enfermeros,6
21,Varon,universitario,2,1,8,cirujanos,6
21,Varon,universitario,2,2,9,ingenieros,1
21,Varon,universitario,2,2,10,arquitectos,1
21,Varon,universitario,2,3,11,cocineros,3
21,Varon,universitario,2,3,12,funcionarios,2
21,Varon,universitario,3,1,13,plomeros,6
21,Varon,universitario,3,1,14,bomberos,6
21,Varon,universitario,3,2,15,carpinteros,1
21,Varon,universitario,3,2,16,herreros,1
21,Varon,universitario,3,3,17,porteros,2
21,Varon,universitario,3,3,18,camioneros,2
22,Varon,secundario/universitario,1,1,1,maestros,7
22,Varon,secundario/universitario,1,1,2,alumnos,7
22,Varon,secundario/universitario,1,2,3,abuelos,1
22,Varon,secundario/universitario,1,2,4,hijos,1
22,Varon,secundario/universitario,1,3,5,niños,1
22,Varon,secundario/universitario,1,3,6,hermanos,1
22,Varon,secundario/universitario,2,1,7,enfermeros,7
22,Varon,secundario/universitario,2,1,8,cirujanos,7
22,Varon,secundario/universitario,2,2,9,ingenieros,1
22,Varon,secundario/universitario,2,2,10,arquitectos,1
22,Varon,secundario/universitario,2,3,11,cocineros,1
22,Varon,secundario/universitario,2,3,12,funcionarios,1
22,Varon,secundario/universitario,3,1,13,plomeros,7
22,Varon,secundario/universitario,3,1,14,bomberos,7
22,Varon,secundario/universitario,3,2,15,carpinteros,1
22,Varon,secundario/universitario,3,2,16,herreros,1
22,Varon,secundario/universitario,3,3,17,porteros,1
22,Varon,secundario/universitario,3,3,18,camioneros,1
23,Mujer,secundario/universitario,1,1,1,maestros,7
23,Mujer,secundario/universitario,1,1,2,alumnos,7
23,Mujer,secundario/universitario,1,2,3,abuelos,2
23,Mujer,secundario/universitario,1,2,4,hijos,1
23,Mujer,secundario/universitario,1,3,5,niños,6
23,Mujer,secundario/universitario,1,3,6,hermanos,5
23,Mujer,secundario/universitario,2,1,7,enfermeros,7
23,Mujer,secundario/universitario,2,1,8,cirujanos,7
23,Mujer,secundario/universitario,2,2,9,ingenieros,3
23,Mujer,secundario/universitario,2,2,10,arquitectos,1
23,Mujer,secundario/universitario,2,3,11,cocineros,1
23,Mujer,secundario/universitario,2,3,12,funcionarios,4
23,Mujer,secundario/universitario,3,1,13,plomeros,7
23,Mujer,secundario/universitario,3,1,14,bomberos,7
23,Mujer,secundario/universitario,3,2,15,carpinteros,1
23,Mujer,secundario/universitario,3,2,16,herreros,1
23,Mujer,secundario/universitario,3,3,17,porteros,1
23,Mujer,secundario/universitario,3,3,18,camioneros,1
24,Mujer,secundario/universitario,1,1,1,maestros,7
24,Mujer,secundario/universitario,1,1,2,alumnos,7
24,Mujer,secundario/universitario,1,2,3,abuelos,5
24,Mujer,secundario/universitario,1,2,4,hijos,5
24,Mujer,secundario/universitario,1,3,5,niños,1
24,Mujer,secundario/universitario,1,3,6,hermanos,1
24,Mujer,secundario/universitario,2,1,7,enfermeros,7
24,Mujer,secundario/universitario,2,1,8,cirujanos,7
24,Mujer,secundario/universitario,2,2,9,ingenieros,5
24,Mujer,secundario/universitario,2,2,10,arquitectos,5
24,Mujer,secundario/universitario,2,3,11,cocineros,1
24,Mujer,secundario/universitario,2,3,12,funcionarios,1
24,Mujer,secundario/universitario,3,1,13,plomeros,7
24,Mujer,secundario/universitario,3,1,14,bomberos,7
24,Mujer,secundario/universitario,3,2,15,carpinteros,5
24,Mujer,secundario/universitario,3,2,16,herreros,5
24,Mujer,secundario/universitario,3,3,17,porteros,1
24,Mujer,secundario/universitario,3,3,18,camioneros,1
25,Mujer,universitario,1,1,1,maestros,1
25,Mujer,universitario,1,1,2,alumnos,1
25,Mujer,universitario,1,2,3,abuelos,7
25,Mujer,universitario,1,2,4,hijos,7
25,Mujer,universitario,1,3,5,niños,7
25,Mujer,universitario,1,3,6,hermanos,7
25,Mujer,universitario,2,1,7,enfermeros,1
25,Mujer,universitario,2,1,8,cirujanos,1
25,Mujer,universitario,2,2,9,ingenieros,7
25,Mujer,universitario,2,2,10,arquitectos,7
25,Mujer,universitario,2,3,11,cocineros,7
25,Mujer,universitario,2,3,12,funcionarios,7
25,Mujer,universitario,3,1,13,plomeros,1
25,Mujer,universitario,3,1,14,bomberos,1
25,Mujer,universitario,3,2,15,carpinteros,7
25,Mujer,universitario,3,2,16,herreros,7
25,Mujer,universitario,3,3,17,porteros,7
25,Mujer,universitario,3,3,18,camioneros,7
26,Varon,universitario,1,1,19,niños,7
26,Varon,universitario,1,1,20,hermanos,7
26,Varon,universitario,1,2,21,maestros ,5
26,Varon,universitario,1,2,22,alumnos,5
26,Varon,universitario,1,3,23,abuelos,1
26,Varon,universitario,1,3,24,hijos,1
26,Varon,universitario,2,1,25,cocineros ,3
26,Varon,universitario,2,1,26,funcionarios,3
26,Varon,universitario,2,2,27,enfermeros,3
26,Varon,universitario,2,2,28,cirujanos,1
26,Varon,universitario,2,3,29,ingenieros,1
26,Varon,universitario,2,3,30,arquitectos,1
26,Varon,universitario,3,1,31,porteros,3
26,Varon,universitario,3,1,32,camioneros,3
26,Varon,universitario,3,2,33,plomeros,1
26,Varon,universitario,3,2,34,bomberos,1
26,Varon,universitario,3,3,35,carpinteros ,1
26,Varon,universitario,3,3,36,herreros,1
27,Varon,universitario,1,1,19,niños,7
27,Varon,universitario,1,1,20,hermanos,7
27,Varon,universitario,1,2,21,maestros ,6
27,Varon,universitario,1,2,22,alumnos,6
27,Varon,universitario,1,3,23,abuelos,6
27,Varon,universitario,1,3,24,hijos,7
27,Varon,universitario,2,1,25,cocineros ,7
27,Varon,universitario,2,1,26,funcionarios,7
27,Varon,universitario,2,2,27,enfermeros,6
27,Varon,universitario,2,2,28,cirujanos,5
27,Varon,universitario,2,3,29,ingenieros,6
27,Varon,universitario,2,3,30,arquitectos,5
27,Varon,universitario,3,1,31,porteros,6
27,Varon,universitario,3,1,32,camioneros,7
27,Varon,universitario,3,2,33,plomeros,5
27,Varon,universitario,3,2,34,bomberos,4
27,Varon,universitario,3,3,35,carpinteros ,4
27,Varon,universitario,3,3,36,herreros,2
28,Mujer,secundario/universitario,1,1,19,niños,1
28,Mujer,secundario/universitario,1,1,20,hermanos,1
28,Mujer,secundario/universitario,1,2,21,maestros ,1
28,Mujer,secundario/universitario,1,2,22,alumnos,1
28,Mujer,secundario/universitario,1,3,23,abuelos,7
28,Mujer,secundario/universitario,1,3,24,hijos,7
28,Mujer,secundario/universitario,2,1,25,cocineros ,1
28,Mujer,secundario/universitario,2,1,26,funcionarios,1
28,Mujer,secundario/universitario,2,2,27,enfermeros,1
28,Mujer,secundario/universitario,2,2,28,cirujanos,1
28,Mujer,secundario/universitario,2,3,29,ingenieros,7
28,Mujer,secundario/universitario,2,3,30,arquitectos,7
28,Mujer,secundario/universitario,3,1,31,porteros,1
28,Mujer,secundario/universitario,3,1,32,camioneros,1
28,Mujer,secundario/universitario,3,2,33,plomeros,1
28,Mujer,secundario/universitario,3,2,34,bomberos,1
28,Mujer,secundario/universitario,3,3,35,carpinteros ,7
28,Mujer,secundario/universitario,3,3,36,herreros,7
29,Varon,secundario/universitario,1,1,19,niños,7
29,Varon,secundario/universitario,1,1,20,hermanos,7
29,Varon,secundario/universitario,1,2,21,maestros ,1
29,Varon,secundario/universitario,1,2,22,alumnos,1
29,Varon,secundario/universitario,1,3,23,abuelos,1
29,Varon,secundario/universitario,1,3,24,hijos,1
29,Varon,secundario/universitario,2,1,25,cocineros ,7
29,Varon,secundario/universitario,2,1,26,funcionarios,7
29,Varon,secundario/universitario,2,2,27,enfermeros,1
29,Varon,secundario/universitario,2,2,28,cirujanos,1
29,Varon,secundario/universitario,2,3,29,ingenieros,1
29,Varon,secundario/universitario,2,3,30,arquitectos,1
29,Varon,secundario/universitario,3,1,31,porteros,7
29,Varon,secundario/universitario,3,1,32,camioneros,7
29,Varon,secundario/universitario,3,2,33,plomeros,1
29,Varon,secundario/universitario,3,2,34,bomberos,1
29,Varon,secundario/universitario,3,3,35,carpinteros ,1
29,Varon,secundario/universitario,3,3,36,herreros,1
30,Mujer,secundario/universitario,1,1,19,niños,7
30,Mujer,secundario/universitario,1,1,20,hermanos,7
30,Mujer,secundario/universitario,1,2,21,maestros ,1
30,Mujer,secundario/universitario,1,2,22,alumnos,1
30,Mujer,secundario/universitario,1,3,23,abuelos,2
30,Mujer,secundario/universitario,1,3,24,hijos,1
30,Mujer,secundario/universitario,2,1,25,cocineros ,7
30,Mujer,secundario/universitario,2,1,26,funcionarios,3
30,Mujer,secundario/universitario,2,2,27,enfermeros,1
30,Mujer,secundario/universitario,2,2,28,cirujanos,7
30,Mujer,secundario/universitario,2,3,29,ingenieros,1
30,Mujer,secundario/universitario,2,3,30,arquitectos,7
